Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
1849,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,NA,Salmonidae,Dispersal,NA,Distance,3000,m,Median,NA,NA,NA,Mark-Recapture,NA,Single study,10617,NA,NA,NA,Swimming,61400,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Connor et al. 2003,NA,NA,NA,FishBase,Inferred from Family:  Salmonidae,NA,NA,NA,Lower Snake River,46.3,-117
1850,Salmo salar,Salmo salar,NA,Salmonidae,Dispersal,NA,Distance,1.17,m,Median,NA,NA,NA,Mark-Recapture,NA,Single study,64,NA,NA,NA,Swimming,46764,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Steingrímsson & Grant 2003,NA,NA,NA,FishBase,Inferred from Family:  Salmonidae,NA,NA,NA,Catamaran Brook,46.91,-66.36
1851,Salmo salar,Salmo salar,NA,Salmonidae,Dispersal,NA,Distance,0.86,m,Median,NA,NA,NA,Mark-Recapture,NA,Single study,64,NA,NA,NA,Swimming,46764,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Steingrímsson & Grant 2003,NA,NA,NA,FishBase,Inferred from Family:  Salmonidae,NA,NA,NA,Catamaran Brook,46.91,-66.36
1852,Salmo salar,Salmo salar,NA,Salmonidae,Dispersal,NA,Distance,1.03,m,Median,NA,NA,NA,Mark-Recapture,NA,Single study,64,NA,NA,NA,Swimming,46764,g,n,NA,NA,NA,Metastudy,Comte Olden fishery,Steingrímsson & Grant 2003,NA,NA,NA,FishBase,Inferred from Family:  Salmonidae,NA,NA,NA,Catamaran Brook,46.91,-66.36
1880,Accipiter cooperi,Accipiter cooperii,Aves,Accipitridae,Dispersal,Natal,Distance,14400,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,NA,NA,NA,NA,Flying,429.67,g,n,Female,NA,Carnivore,Metastudy,Sutherland et al. 2000,Rosenfield and Bielefeldt 1992,"Rosenfield, R. N., and J. Bielefeldt. 1992. Natal dispersal  and inbreeding in the Cooper's Hawk. Wilson Bulletin 104:  182-184.",https://sora.unm.edu/sites/default/files/journals/wilson/v104n01/p0182-p0184.pdf,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1900,Bonasa bonasia,Bonasa bonasia,Aves,Phasianidae,Dispersal,Natal,Distance,5700,m,Maximum,NA,NA,NA,Single observation,Tracking,Individual,9,NA,NA,NA,Running,429,g,n,Male,NA,Herbivore,Metastudy,Sutherland et al. 2000,Fang and Sun 1997,"Fang, Y., and Y.-H. Sun. 1997. Brood movement and natal  dispersal of hazel grouse Bonasa bonasia at Changbai  Mountain, Jilin Province, China. Wildlife Biology 3: 261- 264.",https://doi.org/10.2981/wlb.1997.031,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,Radio-telemetry,NA,NA,NA
1901,Bonasa bonasia,Bonasa bonasia,Aves,Phasianidae,Dispersal,Natal,Distance,4800,m,Maximum,NA,NA,NA,Single observation,Tracking,Individual,9,NA,NA,NA,Running,429,g,n,Female,NA,Herbivore,Metastudy,Sutherland et al. 2000,Fang and Sun 1997,"Fang, Y., and Y.-H. Sun. 1997. Brood movement and natal  dispersal of hazel grouse Bonasa bonasia at Changbai  Mountain, Jilin Province, China. Wildlife Biology 3: 261- 264.",https://doi.org/10.2981/wlb.1997.031,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2165,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Natal,Distance,400,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,15,NA,NA,NA,Running,157.63,g,n,Both,NA,Herbivore,Metastudy,Sutherland et al. 2000,Peacock and Smith 1997,"Peacock, M. M.,Smith, A. T. 1997. The effect of habitat fragmentation on dispersal patterns, mating  behavior, and genetic variation in a pika (Ochotona princeps) metapopulation. Oecologia,  112: 524-533.",https://www.jstor.org/stable/4221809,NA,Wilman et al 2014,Tucker et al. 2022,NA,NA,NA,NA,NA,NA
2166,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Natal,Distance,90,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,15,NA,NA,NA,Running,157.63,g,n,Both,NA,Herbivore,Metastudy,Sutherland et al. 2000,Peacock and Smith 1997,"Peacock, M. M.,Smith, A. T. 1997. The effect of habitat fragmentation on dispersal patterns, mating  behavior, and genetic variation in a pika (Ochotona princeps) metapopulation. Oecologia,  112: 524-533.",https://www.jstor.org/stable/4221809,NA,Wilman et al 2014,Tucker et al. 2022,NA,NA,NA,NA,NA,NA
2182,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Natal,Distance,6000,m,Median,NA,NA,NA,Distance-density distribution,Tracking,Single study,26,NA,NA,NA,Running,55508.56,g,n,Male,NA,Herbivore,Metastudy,Sutherland et al. 2000,Nelson 1993,"Nelson, M. E. 1993. Natal dispersal and gene flow in white tailed deer in northeastern Minnesota. Journal of  Mammalogy 74: 316-322.",https://doi.org/10.2307/1382386,NA,Wilman et al 2014,Tucker et al. 2022,NA,NA,Radiocollars,NA,NA,NA
2191,Diptera,NA,NA,NA,Dispersal,NA,Distance,2000,m,Maximum,NA,NA,NA,Field experiments,NA,Single study,NA,NA,NA,NA,Swimming,25.33,g,n,Unspecified,NA,NA,Metastudy,Komonen & Muller. 2018,Jonsell et al. 1999,NA,NA,NA,Wilman et al 2014,NA,NA,Dispersal distance varied between species,NA,NA,NA,NA
2195,Diptera,NA,NA,NA,Dispersal,NA,Distance,1600,m,Maximum,NA,NA,NA,Field experiments,NA,Single study,NA,NA,NA,NA,Swimming,25.33,g,n,Unspecified,NA,NA,Metastudy,Komonen & Muller. 2018,Jonsson & Nordlander. 2006,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2200,Many bark beetles and parasitoids,NA,NA,NA,Dispersal,NA,Distance,3000,m,Maximum,NA,NA,NA,Field experiments,NA,Single study,NA,NA,NA,NA,Swimming,25.33,g,n,Unspecified,NA,NA,Metastudy,Komonen & Muller. 2018,Nuorteva & Nuorteva. 1968,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2343,Ardea cinerea,Ardea cinerea,Aves,Ardeidae,Dispersal,Breeding,Distance,7800,m,Mean,2.4,SD,NA,Ringing recapture,NA,Individual,4,NA,NA,NA,Flying,1443,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2344,Cygnus olor,Cygnus olor,Aves,Anatidae,Dispersal,Breeding,Distance,18000,m,Mean,48,SD,NA,Ringing recapture,NA,Individual,497,NA,NA,NA,Flying,10682.04,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2345,Branta canadensis,Branta canadensis,Aves,Anatidae,Dispersal,Breeding,Distance,8900,m,Mean,10.8,SD,NA,Ringing recapture,NA,Individual,365,NA,NA,NA,Flying,2811.68,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2346,Anas platyrhynchos,Anas platyrhynchos,Aves,Anatidae,Dispersal,Breeding,Distance,18600,m,Mean,21.6,SD,NA,Ringing recapture,NA,Individual,328,NA,NA,NA,Flying,843.42,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2347,Accipiter nisus,Accipiter nisus,Aves,Accipitridae,Dispersal,Breeding,Distance,17300,m,Mean,36.2,SD,NA,Ringing recapture,NA,Individual,17,NA,NA,NA,Flying,220.79,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2348,Falco tinnunculus,Falco tinnunculus,Aves,Falconidae,Dispersal,Breeding,Distance,14800,m,Mean,47.4,SD,NA,Ringing recapture,NA,Individual,27,NA,NA,NA,Flying,183.21,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2349,Gallinula chloropus,Gallinula chloropus,Aves,Rallidae,Dispersal,Breeding,Distance,4900,m,Mean,8,SD,NA,Ringing recapture,NA,Individual,31,NA,NA,NA,Flying,339.63,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2350,Fulica atra,Fulica atra,Aves,Rallidae,Dispersal,Breeding,Distance,20500,m,Mean,25.8,SD,NA,Ringing recapture,NA,Individual,32,NA,NA,NA,Flying,717.12,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2351,Larus ridibundus,Larus ridibundus,Aves,Laridae,Dispersal,Breeding,Distance,44500,m,Mean,72.5,SD,NA,Ringing recapture,NA,Individual,110,NA,NA,NA,Flying,284,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2352,Larus canus,Larus canus,Aves,Laridae,Dispersal,Breeding,Distance,16600,m,Mean,34.4,SD,NA,Ringing recapture,NA,Individual,19,NA,NA,NA,Flying,412.53,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2353,Larus fuscus,Larus fuscus,Aves,Laridae,Dispersal,Breeding,Distance,38200,m,Mean,37.4,SD,NA,Ringing recapture,NA,Individual,190,NA,NA,NA,Flying,762.36,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2354,Columba oenas,Columba oenas,Aves,Columbidae,Dispersal,Breeding,Distance,5600,m,Mean,6.5,SD,NA,Ringing recapture,NA,Individual,19,NA,NA,NA,Flying,290.79,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2355,Columba palumbus,Columba palumbus,Aves,Columbidae,Dispersal,Breeding,Distance,10900,m,Mean,24.1,SD,NA,Ringing recapture,NA,Individual,233,NA,NA,NA,Flying,490,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2356,Streptopelia decaocto,Streptopelia decaocto,Aves,Columbidae,Dispersal,Breeding,Distance,4100,m,Mean,9.3,SD,NA,Ringing recapture,NA,Individual,102,NA,NA,NA,Flying,148.96,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2357,Streptopelia turtur,Streptopelia turtur,Aves,Columbidae,Dispersal,Breeding,Distance,3800,m,Mean,6.1,SD,NA,Ringing recapture,NA,Individual,12,NA,NA,NA,Flying,132,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2358,Tyto alba,Tyto alba,Aves,Tytonidae,Dispersal,Breeding,Distance,16900,m,Mean,36.3,SD,NA,Ringing recapture,NA,Individual,24,NA,NA,NA,Flying,403.32,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2359,Athene noctua,Athene noctua,Aves,Strigidae,Dispersal,Breeding,Distance,11100,m,Mean,41.6,SD,NA,Ringing recapture,NA,Individual,19,NA,NA,NA,Flying,168.92,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2360,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Breeding,Distance,3100,m,Mean,7.4,SD,NA,Ringing recapture,NA,Individual,24,NA,NA,NA,Flying,472.46,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2361,Asio otus,Asio otus,Aves,Strigidae,Dispersal,Breeding,Distance,4800,m,Mean,4,SD,NA,Ringing recapture,NA,Individual,6,NA,NA,NA,Flying,296.57,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2362,Apus apus,Apus apus,Aves,Apodidae,Dispersal,Breeding,Distance,10800,m,Mean,34,SD,NA,Ringing recapture,NA,Individual,644,NA,NA,NA,Flying,37.6,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2363,Alcedo atthis,Alcedo atthis,Aves,Alcedinidae,Dispersal,Breeding,Distance,9500,m,Mean,10.8,SD,NA,Ringing recapture,NA,Individual,12,NA,NA,NA,Flying,31.09,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2364,Picus viridis,Picus viridis,Aves,Picidae,Dispersal,Breeding,Distance,1700,m,Mean,2.5,SD,NA,Ringing recapture,NA,Individual,19,NA,NA,NA,Flying,176,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2365,Dendrocopos major,Dendrocopos major,Aves,Picidae,Dispersal,Breeding,Distance,3700,m,Mean,10.4,SD,NA,Ringing recapture,NA,Individual,30,NA,NA,NA,Flying,74.94,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2366,Alauda arvensis,Alauda arvensis,Aves,Alaudidae,Dispersal,Breeding,Distance,700,m,Mean,1.9,SD,NA,Ringing recapture,NA,Individual,15,NA,NA,NA,Flying,37.31,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2367,Riparia riparia,Riparia riparia,Aves,Hirundinidae,Dispersal,Breeding,Distance,7700,m,Mean,13.4,SD,NA,Ringing recapture,NA,Individual,144,NA,NA,NA,Flying,12.68,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2368,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Dispersal,Breeding,Distance,4800,m,Mean,9.4,SD,NA,Ringing recapture,NA,Individual,76,NA,NA,NA,Flying,17.91,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2369,Delichon urbica,Delichon urbicum,Aves,Hirundinidae,Dispersal,Breeding,Distance,4200,m,Mean,8.3,SD,NA,Ringing recapture,NA,Individual,191,NA,NA,NA,Flying,14.5,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2370,Motacilla flava,Motacilla flava,Aves,Motacillidae,Dispersal,Breeding,Distance,3000,m,Mean,3.8,SD,NA,Ringing recapture,NA,Individual,14,NA,NA,NA,Flying,17.68,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2371,Motacilla alba,Motacilla alba,Aves,Motacillidae,Dispersal,Breeding,Distance,8000,m,Mean,30.5,SD,NA,Ringing recapture,NA,Individual,47,NA,NA,NA,Flying,23.93,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2372,Cinclus cinclus,Cinclus cinclus,Aves,Cinclidae,Dispersal,Breeding,Distance,1200,m,Mean,3.2,SD,NA,Ringing recapture,NA,Individual,12,NA,NA,NA,Flying,61.47,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2373,Troglodytes troglodytes,Troglodytes troglodytes,Aves,Troglodytidae,Dispersal,Breeding,Distance,6500,m,Mean,14.5,SD,NA,Ringing recapture,NA,Individual,33,NA,NA,NA,Flying,9.74,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2374,Prunella modularis,Prunella modularis,Aves,Prunellidae,Dispersal,Breeding,Distance,1400,m,Mean,8.3,SD,NA,Ringing recapture,NA,Individual,190,NA,NA,NA,Flying,20.24,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2375,Erithacus rubecula,Erithacus rubecula,Aves,Muscicapidae,Dispersal,Breeding,Distance,8000,m,Mean,35.9,SD,NA,Ringing recapture,NA,Individual,147,NA,NA,NA,Flying,17.7,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2376,Oenanthe oenanthe,Oenanthe oenanthe,Aves,Muscicapidae,Dispersal,Breeding,Distance,17200,m,Mean,39.2,SD,NA,Ringing recapture,NA,Individual,6,NA,NA,NA,Flying,25.39,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2377,Turdus merula,Turdus merula,Aves,Turdidae,Dispersal,Breeding,Distance,3200,m,Mean,20.6,SD,NA,Ringing recapture,NA,Individual,1806,NA,NA,NA,Flying,102.73,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2378,Turdus philomelos,Turdus philomelos,Aves,Turdidae,Dispersal,Breeding,Distance,4000,m,Mean,21.8,SD,NA,Ringing recapture,NA,Individual,397,NA,NA,NA,Flying,67.74,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2379,Turdus viscivorus,Turdus viscivorus,Aves,Turdidae,Dispersal,Breeding,Distance,2300,m,Mean,5.8,SD,NA,Ringing recapture,NA,Individual,89,NA,NA,NA,Flying,117.37,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2380,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,Aves,Acrocephalidae,Dispersal,Breeding,Distance,30600,m,Mean,58.3,SD,NA,Ringing recapture,NA,Individual,29,NA,NA,NA,Flying,11.83,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2381,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Aves,Acrocephalidae,Dispersal,Breeding,Distance,32400,m,Mean,61.6,SD,NA,Ringing recapture,NA,Individual,53,NA,NA,NA,Flying,12.3,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2382,Sylvia curruca,Sylvia curruca,Aves,Sylviidae,Dispersal,Breeding,Distance,16400,m,Mean,21.2,SD,NA,Ringing recapture,NA,Individual,19,NA,NA,NA,Flying,11.44,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2383,Sylvia communis,Sylvia communis,Aves,Sylviidae,Dispersal,Breeding,Distance,11100,m,Mean,19,SD,NA,Ringing recapture,NA,Individual,51,NA,NA,NA,Flying,15.1,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2384,Sylvia atricapilla,Sylvia atricapilla,Aves,Sylviidae,Dispersal,Breeding,Distance,27500,m,Mean,32,SD,NA,Ringing recapture,NA,Individual,64,NA,NA,NA,Flying,16.7,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2385,Phylloscopus trochilus,Phylloscopus trochilus,Aves,Phylloscopidae,Dispersal,Breeding,Distance,16900,m,Mean,39.6,SD,NA,Ringing recapture,NA,Individual,58,NA,NA,NA,Flying,8.7,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2386,Muscicapa striata,Muscicapa striata,Aves,Muscicapidae,Dispersal,Breeding,Distance,5900,m,Mean,12.1,SD,NA,Ringing recapture,NA,Individual,38,NA,NA,NA,Flying,15.9,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2387,Ficedula hypoleuca,Ficedula hypoleuca,Aves,Muscicapidae,Dispersal,Breeding,Distance,20600,m,Mean,17.7,SD,NA,Ringing recapture,NA,Individual,238,NA,NA,NA,Flying,13.79,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2388,Aegithalos caudatus,Aegithalos caudatus,Aves,Aegithalidae,Dispersal,Breeding,Distance,3700,m,Mean,6.1,SD,NA,Ringing recapture,NA,Individual,32,NA,NA,NA,Flying,8.6,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,NA,NA,NA,NA,NA,NA,NA
2389,Parus montanus,Parus montanus,Aves,Paridae,Dispersal,Breeding,Distance,1700,m,Mean,3.1,SD,NA,Ringing recapture,NA,Individual,14,NA,NA,NA,Flying,11.1,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2390,Parus ater,Parus ater,Aves,Paridae,Dispersal,Breeding,Distance,1200,m,Mean,3.1,SD,NA,Ringing recapture,NA,Individual,22,NA,NA,NA,Flying,9.2,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2391,Parus caeruleus,Parus caeruleus,Aves,Paridae,Dispersal,Breeding,Distance,2300,m,Mean,10.2,SD,NA,Ringing recapture,NA,Individual,201,NA,NA,NA,Flying,13.3,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2392,Parus major,Parus major,Aves,Paridae,Dispersal,Breeding,Distance,2500,m,Mean,12.3,SD,NA,Ringing recapture,NA,Individual,173,NA,NA,NA,Flying,16.25,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2393,Sitta europaea,Sitta europaea,Aves,Sittidae,Dispersal,Breeding,Distance,800,m,Mean,1.6,SD,NA,Ringing recapture,NA,Individual,22,NA,NA,NA,Flying,20.37,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2394,Garrulus glandarius,Garrulus glandarius,Aves,Corvidae,Dispersal,Breeding,Distance,2800,m,Mean,8.1,SD,NA,Ringing recapture,NA,Individual,76,NA,NA,NA,Flying,159.46,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2395,Pica pica,Pica pica,Aves,Corvidae,Dispersal,Breeding,Distance,2100,m,Mean,7.5,SD,NA,Ringing recapture,NA,Individual,33,NA,NA,NA,Flying,217.48,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2396,Corvus monedula,Corvus monedula,Aves,Corvidae,Dispersal,Breeding,Distance,6000,m,Mean,12.8,SD,NA,Ringing recapture,NA,Individual,51,NA,NA,NA,Flying,246,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2397,Corvus frugilegus,Corvus frugilegus,Aves,Corvidae,Dispersal,Breeding,Distance,3100,m,Mean,4.7,SD,NA,Ringing recapture,NA,Individual,96,NA,NA,NA,Flying,452.1,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2398,Corvus corone,Corvus corone,Aves,Corvidae,Dispersal,Breeding,Distance,3700,m,Mean,4.3,SD,NA,Ringing recapture,NA,Individual,20,NA,NA,NA,Flying,570,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2399,Sturnus vulgaris,Sturnus vulgaris,Aves,Sturnidae,Dispersal,Breeding,Distance,3400,m,Mean,19.1,SD,NA,Ringing recapture,NA,Individual,1672,NA,NA,NA,Flying,77.14,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
2400,Passer domesticus,Passer domesticus,Aves,Passeridae,Dispersal,Breeding,Distance,1900,m,Mean,22.4,SD,NA,Ringing recapture,NA,Individual,526,NA,NA,NA,Flying,26.51,g,n,NA,NA,NA,Empirical,Empirical,Paradis et al. 1998,NA,NA,NA,Wilman et al 2014,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
