Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Movement.Medium,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Location,Lat,Long,Study.type,MetaRef,Reference,Reference.code,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments_from_Ref,Method_comments,Jana_comments,"Class_gbif == ""Aves""",is.na(Class_gbif),Source
2860,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,130000,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2861,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,830000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,7,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,O'Donoghue et al. 1997,NA,"O'Donoghue, M., Boutin, S., Krebs, C. J.,Hofer, E. J. 1997. Numerical responses of coyotes and  lynx to the snowshoe hare cycle. Oikos, 80: 150-162. ",https://doi.org/10.2307/3546526,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2862,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,6590,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,48,,NA,NA,Running,Terrestrial,8904.1,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Robinson & Grand 1958,NA,"Robinson, W. B.,Grand, E. F. 1958. Comparative movements of bobcats and coyotes as disclosed  by tagging. J. Wildlife Manage, 22: 117-122. ",https://doi.org/10.2307/3797319,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2863,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,3210,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,48,,NA,NA,Running,Terrestrial,8904.1,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Robinson & Grand 1958,NA,"Robinson, W. B.,Grand, E. F. 1958. Comparative movements of bobcats and coyotes as disclosed  by tagging. J. Wildlife Manage, 22: 117-122. ",https://doi.org/10.2307/3797319,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2864,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,37010,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Robinson & Grand 1958,NA,"Robinson, W. B.,Grand, E. F. 1958. Comparative movements of bobcats and coyotes as disclosed  by tagging. J. Wildlife Manage, 22: 117-122. ",https://doi.org/10.2307/3797319,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2865,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,30570,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Robinson & Grand 1958,NA,"Robinson, W. B.,Grand, E. F. 1958. Comparative movements of bobcats and coyotes as disclosed  by tagging. J. Wildlife Manage, 22: 117-122. ",https://doi.org/10.2307/3797319,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2866,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,110000,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,13,,NA,NA,Running,Terrestrial,8904.1,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Johnson. Walker & Hudson 2010,NA,"Johnson, S. A., Walker, H. D.,Hudson, C. M. 2010. Dispersal Characteristics of Juvenile Bobcats in  SouthÃ¢â‚¬Â Central Indiana. J. Wildlife Manage, 74: 379-385.",https://www.jstor.org/stable/27760466,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2867,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,95500,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,13,,NA,NA,Running,Terrestrial,8904.1,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Johnson. Walker & Hudson 2010,NA,"Johnson, S. A., Walker, H. D.,Hudson, C. M. 2010. Dispersal Characteristics of Juvenile Bobcats in  SouthÃ¢â‚¬Â Central Indiana. J. Wildlife Manage, 74: 379-385.",https://www.jstor.org/stable/27760466,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2868,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,288000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,12,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Johnson. Walker & Hudson 2010,NA,"Johnson, S. A., Walker, H. D.,Hudson, C. M. 2010. Dispersal Characteristics of Juvenile Bobcats in  SouthÃ¢â‚¬Â Central Indiana. J. Wildlife Manage, 74: 379-385.",https://www.jstor.org/stable/27760466,,Wilman et al 2014,Tucker et al. 2022,,,Radiocollared,NA,FALSE,FALSE,NA
2869,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,25000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Individual,1,,NA,NA,Running,Terrestrial,8904.1,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Johnson. Walker & Hudson 2010,NA,"Johnson, S. A., Walker, H. D.,Hudson, C. M. 2010. Dispersal Characteristics of Juvenile Bobcats in  SouthÃ¢â‚¬Â Central Indiana. J. Wildlife Manage, 74: 379-385.",https://www.jstor.org/stable/27760466,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2870,Lynx rufus,Lynx rufus,Mammalia,Felidae,Dispersal,,Distance,182000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,8904.1,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Knick & Bailey 1986,NA,"Knick, S. T.,Bailey, T. N. 1986. Long-distance movements by two bobcats from southeastern  Idaho. Am. Midl. Nat.: 222-223. ",,,Wilman et al 2014,Tucker et al. 2022,,,Couldn't find reference,NA,FALSE,FALSE,NA
2871,Dasypus novemcinctus,Dasypus novemcinctus,Mammalia,Dasypodidae,Dispersal,,Distance,37000,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,4203.78,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Chamberlain 1980,NA,"Chamberlain, P. A. 1980. Armadillos: problems and control. Proceedings of the Vertebrate Pest  Conference 9: 163Ã¢â‚¬â€œ169.",https://escholarship.org/uc/item/8cg3s4zw,,Wilman et al 2014,Dyer et al. 2023,,,"One case of long range homing tendency was reported by Ramsey (1979). A single armadillo returned three times to the same capture site after being removed to areas 2, 7 and 23 miles away.",NA,FALSE,FALSE,NA
2872,Dasypus novemcinctus,Dasypus novemcinctus,Mammalia,Dasypodidae,Dispersal,,Distance,1890,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,3,,NA,NA,Running,Terrestrial,4203.78,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Layne & Glover 1977,NA,"Layne, J. N.,Glover, D. 1977. Home range of the armadillo in Florida. J. Mammal., 58: 411-413.",https://doi.org/10.2307/1379340,,Wilman et al 2014,Dyer et al. 2023,,,NA,NA,FALSE,FALSE,NA
2873,Erinaceus europaeus,Erinaceus europaeus,Mammalia,Erinaceidae,Dispersal,,Distance,3780,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,771,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Doncaster. Rondinini & Johnson 2001,NA,"Doncaster, C. P., Rondinini, C.,Johnson, P. C. 2001. Field test for environmental correlates of  dispersal in hedgehogs Erinaceus europaeus. J. Anim. Ecol., 70: 33-46.",https://www.jstor.org/stable/2693478,,Wilman et al 2014,Tamburello et al. 2015,,,Radio-tracking,NA,FALSE,FALSE,NA
2874,Blarina brevicauda,Blarina brevicauda,Mammalia,Soricidae,Dispersal,,Distance,173,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,2,,NA,NA,Running,Terrestrial,28,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Fitch 1958,NA,"Fitch, H. S.1958. Home ranges, territories, and seasonal movements of vertebrates of the Natural  History Reservation. University of Kansas, Museum of Natural History. ",https://webapps.fhsu.edu/ksherp/bibFiles/6428.pdf,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2875,Sorex araneus ,NA,NA,NA,Dispersal,,Distance,2000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,NA,NA,25.33,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Tegelstrom & Hansson 1987,NA,"Tegelstrom, H.,Hansson, L. 1987. Evidence of long distance dispersal in the common shrew (Sorex  araneus). Zeitschrift fÃƒÂ¼r SÃƒÂ¤ugetierkunde, 52: 52-54. ",https://www.zobodat.at/pdf/Zeitschrift-Saeugetierkunde_52_0052-0054.pdf,,Wilman et al 2014,NA,,,Snow tracks,NA,NA,TRUE,NA
2876,Scapanus townsendii,Scapanus townsendii,Mammalia,Talpidae,Dispersal,,Distance,166,m,Mean,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,141.7,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Giger 1973,NA,"Giger, R. D. 1973. Movements and homing in Townsend's mole near Tillamook, Oregon. J.  Mammal., 54: 648-659.",https://doi.org/10.2307/1378964,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2877,Scapanus townsendii,Scapanus townsendii,Mammalia,Talpidae,Dispersal,,Distance,181,m,Mean,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,141.7,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Giger 1973,NA,"Giger, R. D. 1973. Movements and homing in Townsend's mole near Tillamook, Oregon. J.  Mammal., 54: 648-659.",https://doi.org/10.2307/1378964,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2878,Scapanus townsendii,Scapanus townsendii,Mammalia,Talpidae,Dispersal,,Distance,721,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,141.7,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Giger 1973,NA,"Giger, R. D. 1973. Movements and homing in Townsend's mole near Tillamook, Oregon. J.  Mammal., 54: 648-659.",https://doi.org/10.2307/1378964,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2879,Scapanus townsendii,Scapanus townsendii,Mammalia,Talpidae,Dispersal,,Distance,856,m,Maximum,NA,,NA,Homing study,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,141.7,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Giger 1973,NA,"Giger, R. D. 1973. Movements and homing in Townsend's mole near Tillamook, Oregon. J.  Mammal., 54: 648-659.",https://doi.org/10.2307/1378964,,Wilman et al 2014,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2880,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,14693,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Mixed,NA,21820,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Beer 1955,NA,"Beer, J. R. 1955. Movements of tagged beaver. J. Wildlife Manage, 19: 492-493.",https://doi.org/10.2307/3797471,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2881,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,4828,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Mixed,NA,21820,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Beer 1955,NA,"Beer, J. R. 1955. Movements of tagged beaver. J. Wildlife Manage, 19: 492-493.",https://doi.org/10.2307/3797471,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2882,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,49889,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Beer 1955,NA,"Beer, J. R. 1955. Movements of tagged beaver. J. Wildlife Manage, 19: 492-493.",https://doi.org/10.2307/3797471,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2883,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,8360,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,14,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2884,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,10940,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,5,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2885,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,9660,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Mixed,NA,21820,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2886,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,7240,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,14,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2887,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,11260,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,5,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2888,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,188180,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,14,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2889,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,15290,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,5,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Leege 1968,NA,"Leege, T. A. 1968. Natural movements of beavers in southeastern Idaho. J. Wildlife Manage, 32:  973-976. ",https://doi.org/10.2307/3799579,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2890,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,3030,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,11,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,Radiocollars,NA,FALSE,FALSE,NA
2891,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,4019.9999999999995,m,Mean,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2892,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,1630,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Mixed,NA,21820,g,n,Both,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2893,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,1600,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,11,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2894,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,2009.9999999999998,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2895,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,14160,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,11,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2896,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,20930,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,McNew & Woolf 2005,NA,"McNew, L. B.,Woolf, A. 2005. Dispersal and survival of juvenile beavers (Castor canadensis) in  southern Illinois. Am. Midl. Nat., 154: 217-228. ",https://www.jstor.org/stable/3566630,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2897,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,1990,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,26,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Sun. MÃ¼ller-Schwarze & Schulte 2000,NA,"Sun, L., MÃ¼ller-Schwarze, D.,Schulte, B. A. 2000. Dispersal pattern and effective population size  of the beaver. Can. J. Zool., 78: 393-398. ",https://doi.org/10.1139/z99-226,,Wilman et al 2014,Tucker et al. 2022,,,"The dispersal pattern of the beaver (Castor canadensis) was studied by intensive livetrapping, tagging, and observation in Allegany State Park and its vicinity in New York from 1984 to 199",NA,FALSE,FALSE,NA
2898,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,6060,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Sun. MÃ¼ller-Schwarze & Schulte 2000,NA,"Sun, L., MÃ¼ller-Schwarze, D.,Schulte, B. A. 2000. Dispersal pattern and effective population size  of the beaver. Can. J. Zool., 78: 393-398. ",https://doi.org/10.1139/z99-226,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2899,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,16560,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,26,,NA,NA,Mixed,NA,21820,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Sun. MÃ¼ller-Schwarze & Schulte 2000,NA,"Sun, L., MÃ¼ller-Schwarze, D.,Schulte, B. A. 2000. Dispersal pattern and effective population size  of the beaver. Can. J. Zool., 78: 393-398. ",https://doi.org/10.1139/z99-226,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2900,Castor canadensis,Castor canadensis,Mammalia,Castoridae,Dispersal,,Distance,31000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,18,,NA,NA,Mixed,NA,21820,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Sun. MÃ¼ller-Schwarze & Schulte 2000,NA,"Sun, L., MÃ¼ller-Schwarze, D.,Schulte, B. A. 2000. Dispersal pattern and effective population size  of the beaver. Can. J. Zool., 78: 393-398. ",https://doi.org/10.1139/z99-226,,Wilman et al 2014,Tucker et al. 2022,,,NA,NA,FALSE,FALSE,NA
2901,Castor fiber ,NA,NA,NA,Dispersal,,Distance,170000,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,NA,NA,25.33,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Nolet & Rosell 1998,NA,"Nolet, B. A.,Rosell, F. 1998. Comeback of the beaver Castor fiber: an overview of old and new  conservation problems. Biol. Conserv., 83: 165-173.",https://doi.org/10.1016/S0006-3207(97)00066-9,,Wilman et al 2014,NA,,,Methods not clear,NA,NA,TRUE,NA
2902,Spalax ehrenbergi,Spalax ehrenbergi,Mammalia,Spalacidae,Dispersal,,Distance,300,m,Maximum,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,164.35,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Rado. Wollberg & Terkel 1992,NA,"Rado, R., Wollberg, Z.,Terkel, J. 1992. Dispersal of young mole rats (Spalax ehrenbergi) from the  natal burrow. J. Mammal., 73: 885-890. ",https://doi.org/10.2307/1382211,,Wilman et al 2014,Inferred from Class:  Mammalia,,,"We demonstrate that mole rats disperse by digging their first underground tunnel as lateral extension of the maternal tunnels, and establish their first territories adjacent to their mother's territories.",NA,FALSE,FALSE,NA
2903,Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,Mammalia,Caviidae,Dispersal,,Distance,3370,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,NA,,NA,NA,Running,Terrestrial,26400,g,n,Both,,,,,,Metastudy,Santini et al. 2013,Herrera 1992,NA,"Herrera, E. A. 1992. Growth and dispersal of capybaras (Hydrochaeris* hydrochaeris) in the Llanos  of Venezuela. J. Zool., 228: 307-316. ",https://doi.org/10.1111/j.1469-7998.1992.tb04610.x,,Slavenko et al 2016,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2904,Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,Mammalia,Caviidae,Dispersal,,Distance,4019.9999999999995,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,10,,NA,NA,Running,Terrestrial,26400,g,n,Male,,,,,,Metastudy,Santini et al. 2013,Herrera 1992,NA,"Herrera, E. A. 1992. Growth and dispersal of capybaras (Hydrochaeris* hydrochaeris) in the Llanos  of Venezuela. J. Zool., 228: 307-316. ",https://doi.org/10.1111/j.1469-7998.1992.tb04610.x,,Slavenko et al 2016,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
2905,Hydrochaeris hydrochaeris,Hydrochaeris hydrochaeris,Mammalia,Caviidae,Dispersal,,Distance,3500,m,Median,NA,,NA,Natural dispersal,Unknown,Single study,9,,NA,NA,Running,Terrestrial,26400,g,n,Female,,,,,,Metastudy,Santini et al. 2013,Herrera 1992,NA,"Herrera, E. A. 1992. Growth and dispersal of capybaras (Hydrochaeris* hydrochaeris) in the Llanos  of Venezuela. J. Zool., 228: 307-316. ",https://doi.org/10.1111/j.1469-7998.1992.tb04610.x,,Slavenko et al 2016,Inferred from Class:  Mammalia,,,NA,NA,FALSE,FALSE,NA
